"","ID","site","clone","clone.new","row","col","F1","F2","F23","F24","F24.segment_L","F24.segment_P","F24.segment","X24.GCC","X24.RCC","F25","F25.segment_P","F25.segment_L","F25.segment","X25.GCC","X25.RCC"
"534","L1x17","L","30","40","1","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.49274577,0.4385201,0.465632935,0.481637554,0.322037735
"571","L2x17","L","53","unique_genotyp_2","2","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.113299015,0.267628887,0.190463951,0.471598259,0.340849033
"608","L3x17","L","57","80","3","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.269288627,0.226472859,0.247880743,0.458230688,0.341626942
"645","L4x17","L","94","94","4","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.456714872,0.48316893,0.469941901,0.481360539,0.33134881
"682","L5x17","L","90","90","5","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.192857053,0.286645325,0.239751189,0.451629104,0.361312371
"719","L6x17","L","27",NA,"6","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"756","L7x17","L","41","L3","7","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.243970563,0.150757603,0.197364083,0.445822806,0.339471558
"793","L8x17","L","40","40","8","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.471361323,0.514232221,0.492796772,0.490027939,0.330335154
"830","L9x17","L","76","74","9","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.322484843,0.25947266,0.290978751,0.474344046,0.34718512
"867","L10x17","L","33","35","10","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.259674923,0.300623622,0.280149273,0.459413486,0.338106817
"535","L1x18","L","94","94","1","18",NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.133008122,0.319485347,0.226246735,0.469308697,0.334417374
"572","L2x18","L","47","L6","2","18",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.348827113,0.314190344,0.331508729,0.465044516,0.335213784
"609","L3x18","L","32","32","3","18",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.274425343,0.102019639,0.188222491,0.464703326,0.33809768
"646","L4x18","L","52","52","4","18",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.183544577,0.182057954,0.182801266,0.454193244,0.339583643
"683","L5x18","L","93",NA,"5","18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"720","L6x18","L","65",NA,"6","18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"757","L7x18","L","73","43","7","18",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.283017292,0.16612307,0.224570181,0.446477898,0.356054448
"794","L8x18","L","77","77","8","18",NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.465142216,0.399496695,0.432319456,0.47755439,0.31773849
"831","L9x18","L","92","unique_genotype_14","9","18",NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.475884031,0.427391443,0.451637737,0.486264405,0.338062741
"868","L10x18","L","28","28","10","18",NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.544415502,0.532765418,0.53859046,0.487873394,0.332179827
"536","L1x19","L","35","35","1","19",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.336223855,0.228367984,0.28229592,0.454956452,0.329268832
"573","L2x19","L","60","60","2","19",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.336091768,0.340217559,0.338154664,0.461794765,0.342492577
"610","L3x19","L","24","24","3","19",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.441686776,0.343549905,0.392618341,0.463638555,0.362567511
"647","L4x19","L","87","L1","4","19",NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.357756645,0.359879984,0.358818314,0.456932635,0.337764262
"684","L5x19","L","77",NA,"5","19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"721","L6x19","L","49","49","6","19",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.083511982,0.136528451,0.110020217,0.436840066,0.350746068
"758","L7x19","L","89","89","7","19",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.326562123,0.262591882,0.294577003,0.456441493,0.355880964
"795","L8x19","L","70","80","8","19",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.355227892,0.442786953,0.399007422,0.475678492,0.347831359
"832","L9x19","L","27","52","9","19",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.360769918,0.266050671,0.313410294,0.465575558,0.345956795
"869","L10x19","L","90","unique_genotype_16","10","19",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.350114631,0.334960691,0.342537661,0.466838825,0.349047365
"537","L1x20","L","57","L8","1","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.310411539,0.375987709,0.343199624,0.473000164,0.353049591
"574","L2x20","L","68","69","2","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.392653248,0.442016529,0.417334888,0.476871603,0.351995331
"611","L3x20","L","73","73","3","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.267683928,0.242864241,0.255274085,0.45838878,0.358474747
"648","L4x20","L","31","31","4","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.418240998,0.476158017,0.447199507,0.465204699,0.358709016
"685","L5x20","L","60","L5","5","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.485311334,0.339036858,0.412174096,0.461337362,0.354162691
"722","L6x20","L","93","L11","6","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.638693324,0.506376515,0.572534919,0.459453363,0.335389632
"759","L7x20","L","54","54","7","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.528370523,0.449074079,0.488722301,0.472403667,0.348853867
"796","L8x20","L","79","L10","8","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.372097942,0.55594075,0.464019346,0.484926523,0.347779132
"833","L9x20","L","68","68","9","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.479799006,0.433265277,0.456532142,0.49113325,0.342096809
"870","L10x20","L","72","72","10","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.218104746,0.320133945,0.269119345,0.472812161,0.351663394
"538","L1x21","L","76","79","1","21",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.495103505,0.409808076,0.45245579,0.473204325,0.356432756
"575","L2x21","L","78","87","2","21",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.408144275,0.484800481,0.446472378,0.480520562,0.352070291
"612","L3x21","L","28","27","3","21",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.469066317,0.396933469,0.432999893,0.445415631,0.348990592
"649","L4x21","L","90","90","4","21",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.121369435,0.166758651,0.144064043,0.450953197,0.353796237
"686","L5x21","L","69","L7","5","21",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.42721349,0.295249687,0.361231589,0.468163808,0.348029286
"723","L6x21","L","72","43","6","21",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.236777416,0.383276648,0.310027032,0.450406926,0.357725877
"760","L7x21","L","32","unique_genotype_11","7","21",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.685601922,0.591384226,0.638493074,0.489928547,0.344566729
"797","L8x21","L","57","78","8","21",NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.501967391,0.532693462,0.517330427,0.479869921,0.337595617
"834","L9x21","L","92","unique_genotype_15","9","21",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.080382574,0.045984834,0.063183704,0.447179261,0.336314759
"871","L10x21","L","87","87","10","21",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.419239502,0.515062749,0.467151126,0.478212913,0.34680099
"539","L1x22","L","53","53","1","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.38861476,0.358754632,0.373684696,0.440190351,0.35277941
"576","L2x22","L","94","94","2","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.242261295,0.310277377,0.276269336,0.45108933,0.34586127
"613","L3x22","L","52","80","3","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.404324424,0.300231743,0.352278084,0.451034836,0.353059901
"650","L4x22","L","54","74","4","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.308645372,0.337001826,0.322823599,0.463457637,0.34573315
"687","L5x22","L","27","27","5","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.382965078,0.290876573,0.336920825,0.448143311,0.342460975
"724","L6x22","L","51","L8","6","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.416624704,0.509683009,0.463153857,0.468571827,0.365125355
"761","L7x22","L","70","70","7","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.477839618,0.429504257,0.453671938,0.482644516,0.337084168
"798","L8x22","L","50","72","8","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.158836073,0.263494656,0.211165365,0.460484193,0.349777126
"835","L9x22","L","55","55","9","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.523692225,0.457213547,0.490452886,0.487002915,0.355455864
"872","L10x22","L","94","94","10","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.386058174,0.426312569,0.406185371,0.473287124,0.334864641
"540","L1x23","L","24","35","1","23",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.228641094,0.290171361,0.259406228,0.43837165,0.344055707
"577","L2x23","L","33","33","2","23",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.507218881,0.429851583,0.468535232,0.473139844,0.351756473
"614","L3x23","L","60",NA,"3","23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"651","L4x23","L","28","49","4","23",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.225092382,0.265147407,0.245119895,0.445261183,0.351911985
"688","L5x23","L","43","93","5","23",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.670630875,0.555513794,0.613072335,0.487921965,0.345919895
"725","L6x23","L","77","77","6","23",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.115518528,0.157242717,0.136380622,0.430725356,0.347696894
"762","L7x23","L","28","28","7","23",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.575360677,0.475890001,0.525625339,0.471807418,0.337898625
"799","L8x23","L","49","49","8","23",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.121099332,0.233846752,0.177473042,0.441205502,0.345638939
"836","L9x23","L","48","55","9","23",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.469594061,0.447415389,0.458504725,0.475554086,0.351668547
"873","L10x23","L","77","79","10","23",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.435684117,0.464050209,0.449867163,0.481622725,0.346936952
"541","L1x24","L","54","54","1","24",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.405558347,0.377547476,0.391552912,0.465747227,0.364953482
"578","L2x24","L","90","90","2","24",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.041559095,0.071993723,0.056776409,0.433809188,0.361476579
"615","L3x24","L","69",NA,"3","24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"652","L4x24","L","84","unique_genotyp_4","4","24",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.442250859,0.428564553,0.435407706,0.459906002,0.353416712
"689","L5x24","L","45","L5","5","24",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.425036104,0.310313801,0.367674953,0.452520376,0.351116598
"726","L6x24","L","35","35","6","24",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.289551204,0.321411541,0.305481372,0.429034888,0.346792233
"763","L7x24","L","78","78","7","24",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.450261156,0.394844759,0.422552958,0.448494529,0.352432853
"800","L8x24","L","72","72","8","24",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.207606704,0.351455028,0.279530866,0.454003078,0.361098422
"837","L9x24","L","24","24","9","24",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.519012086,0.485533499,0.502272792,0.474096917,0.359698475
"874","L10x24","L","60","60","10","24",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.500107036,0.526368692,0.513237864,0.487732294,0.341968863
"542","L1x25","L","92","92","1","25",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.198708295,0.118902716,0.158805506,0.435158322,0.351390997
"579","L2x25","L","56",NA,"2","25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"616","L3x25","L","53","74","3","25",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.382976311,0.331469038,0.357222674,0.437084833,0.350500796
"653","L4x25","L","68","unique_genotype_5","4","25",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.374095887,0.343697948,0.358896917,0.450812917,0.369895035
"690","L5x25","L","92","92","5","25",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.22176165,0.146087475,0.183924562,0.421735572,0.352777105
"727","L6x25","L","87","87","6","25",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.438226594,0.567435357,0.502830976,0.453189326,0.357837711
"764","L7x25","L","41","93","7","25",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.554409485,0.368487853,0.461448669,0.455243914,0.364097493
"801","L8x25","L","74","77","8","25",NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.377419993,0.601479279,0.489449636,0.444551043,0.336064771
"838","L9x25","L","90","90","9","25",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.208056366,0.127352673,0.16770452,0.448743962,0.347819046
"875","L10x25","L","51","74","10","25",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.343418332,0.4190662,0.381242266,0.482797957,0.343029101
"543","L1x26","L","35","35","1","26",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.297569191,0.292417181,0.294993186,0.454373172,0.3481259
"580","L2x26","L","51","74","2","26",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.338225005,0.335717141,0.336971073,0.467398505,0.347324402
"617","L3x26","L","54","77","3","26",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.443568756,0.352115007,0.397841882,0.439250068,0.347866556
"654","L4x26","L","60","60","4","26",NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.453885288,0.581568608,0.517726948,0.469923361,0.345497445
"691","L5x26","L","65",NA,"5","26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"728","L6x26","L","69","69","6","26",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.343480453,0.3936821,0.368581276,0.46693701,0.355995339
"765","L7x26","L","88","74","7","26",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.356262664,0.344953493,0.350608079,0.459068415,0.357341504
"802","L8x26","L","31","33","8","26",NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.476528945,0.617507632,0.547018289,0.484605889,0.350352439
"839","L9x26","L","49","32","9","26",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.519888603,0.255271846,0.387580224,0.470027027,0.353369907
"876","L10x26","L","87","87","10","26",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.548780714,0.647220226,0.59800047,0.494549183,0.360164015
"544","L1x27","L","65","89","1","27",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.263450841,0.252219008,0.257834924,0.444177136,0.352366234
"581","L2x27","L","88","61","2","27",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.32376318,0.365460451,0.344611816,0.461705744,0.352436693
"618","L3x27","L","70","70","3","27",NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.488696966,0.364168671,0.426432819,0.466490537,0.351758013
"655","L4x27","L","78","74","4","27",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.247110505,0.313410404,0.280260455,0.455527332,0.351653921
"692","L5x27","L","92","92","5","27",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.170507027,0.136942638,0.153724833,0.435482557,0.35015386
"729","L6x27","L","54","L4","6","27",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.160876708,0.241135775,0.201006242,0.43813429,0.354071828
"766","L7x27","L","76","77","7","27",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.358673872,0.462996374,0.410835123,0.456090953,0.364064846
"803","L8x27","L","32","32","8","27",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.229553415,0.327891597,0.278722506,0.458876966,0.362595374
"840","L9x27","L","78","90","9","27",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.307299461,0.272099833,0.289699647,0.450427871,0.345373461
"877","L10x27","L","33",NA,"10","27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"545","L1x28","L","24","24","1","28",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.282467241,0.270321648,0.276394444,0.451628441,0.369083893
"582","L2x28","L","61","61","2","28",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.206586618,0.231074806,0.218830712,0.442403133,0.362379655
"619","L3x28","L","94","93","3","28",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.427391107,0.335829234,0.381610171,0.460274198,0.362605052
"656","L4x28","L","32","31","4","28",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.362402351,0.42815228,0.395277316,0.444147496,0.365915729
"693","L5x28","L","53","unique_genotype_6","5","28",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.495903938,0.328911391,0.412407665,0.445427338,0.37317951
"730","L6x28","L","49","87","6","28",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.556651943,0.622669104,0.589660524,0.443964507,0.362599447
"767","L7x28","L","31","31","7","28",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.447986787,0.394518243,0.421252515,0.458121093,0.374667064
"804","L8x28","L","48","48","8","28",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.03421122,0.07793495,0.056073085,0.437631009,0.367882397
"841","L9x28","L","56","L2","9","28",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.449991383,0.409077995,0.429534689,0.464515069,0.360855101
"878","L10x28","L","92","92","10","28",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.159633623,0.20101421,0.180323916,0.451962425,0.350107892
"546","L1x29","L","57","L8","1","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.370304852,0.308541763,0.339423308,0.456633317,0.374018826
"583","L2x29","L","65","94","2","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.26888351,0.332049137,0.300466323,0.444657122,0.345407537
"620","L3x29","L","43","43","3","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.171365093,0.245221947,0.20829352,0.416596089,0.384377788
"657","L4x29","L","28","28","4","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.46430891,0.395503754,0.429906332,0.459862726,0.357709931
"694","L5x29","L","65","52","5","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.334390313,0.215005954,0.274698133,0.437367217,0.352515494
"731","L6x29","L","45","45","6","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.289676479,0.353531293,0.321603886,0.441098787,0.361151919
"768","L7x29","L","93","54","7","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.431070899,0.455937616,0.443504257,0.446239029,0.380383984
"805","L8x29","L","61","84","8","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.159779417,0.185600429,0.172689923,0.450567911,0.363975304
"842","L9x29","L","41","41","9","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.183301531,0.108604785,0.145953158,0.42759957,0.339356283
"879","L10x29","L","80","80","10","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.314296889,0.413061927,0.363679408,0.469191354,0.349163685
"547","L1x30","L","33","33","1","30",NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.542947365,0.44574329,0.494345327,0.465143641,0.357123602
"584","L2x30","L","30","31","2","30",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.429946226,0.403096633,0.416521429,0.453797933,0.360747381
"621","L3x30","L","68",NA,"3","30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"658","L4x30","L","76","L12","4","30",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.424155098,0.555649432,0.489902265,0.448512455,0.381725352
"695","L5x30","L","24","24","5","30",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.41483211,0.45687829,0.4358552,0.452143301,0.374130564
"732","L6x30","L","50","50","6","30",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.069110515,0.104111191,0.086610853,0.418169749,0.355296259
"769","L7x30","L","72","72","7","30",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.165834552,0.131544046,0.148689299,0.445116369,0.377515108
"806","L8x30","L","24","24","8","30",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.446308485,0.448460377,0.447384431,0.46944071,0.374735532
"843","L9x30","L","55","74","9","30",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.413118694,0.365331415,0.389225055,0.44349621,0.335028253
"880","L10x30","L","54","55","10","30",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.487912363,0.56999286,0.528952612,0.459156184,0.352996108
"548","L1x31","L","32","31","1","31",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.360594005,0.337942087,0.349268046,0.457429223,0.363013374
"585","L2x31","L","35","84","2","31",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.289641638,0.417849659,0.353745649,0.440289313,0.360699211
"622","L3x31","L","50","50","3","31",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.058562726,0.058818746,0.058690736,0.416864314,0.367908922
"659","L4x31","L","80","77","4","31",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.398292529,0.382068881,0.390180705,0.450919741,0.347919106
"696","L5x31","L","49",NA,"5","31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"733","L6x31","L","69","L7","6","31",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.418142363,0.390651818,0.40439709,0.438199561,0.355779943
"770","L7x31","L","56","79","7","31",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.304178845,0.303474673,0.303826759,0.446591662,0.381801678
"807","L8x31","L","43","43","8","31",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.206029334,0.216437152,0.211233243,0.442974277,0.388047283
"844","L9x31","L","93","93","9","31",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.561905878,0.473099038,0.517502458,0.456051527,0.354992382
"881","L10x31","L","47","47","10","31",NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.336087969,0.395657401,0.365872685,0.456532742,0.34737144
"549","L1x32","L","90","68","1","32",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.462902296,0.38549767,0.424199983,0.461890831,0.361170375
"586","L2x32","L","31","31","2","32",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.415120462,0.415076998,0.41509873,0.456039109,0.362780286
"623","L3x32","L","61","84","3","32",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.378534883,0.340762183,0.359648533,0.447743858,0.362751621
"660","L4x32","L","94","94","4","32",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.391601969,0.384358716,0.387980343,0.454467458,0.360290194
"697","L5x32","L","73","73","5","32",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.462950028,0.373900303,0.418425166,0.458363694,0.371558515
"734","L6x32","L","52","69","6","32",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.303204375,0.314768148,0.308986261,0.441115485,0.36991669
"771","L7x32","L","45","48","7","32",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.211821382,0.082127241,0.146974311,0.423015328,0.360949025
"808","L8x32","L","79","79","8","32",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.428623601,0.440847771,0.434735686,0.452826708,0.390092405
"845","L9x32","L","48","48","9","32",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.298982563,0.179192636,0.239087599,0.423009137,0.34036142
"882","L10x32","L","80","70","10","32",NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.523139324,0.7328479,0.627993612,0.461768809,0.340294597
"550","L1x33","L","28","93","1","33",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.530835511,0.532003009,0.53141926,0.462782742,0.364317347
"587","L2x33","L","47","48","2","33",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.185707352,0.234407461,0.210057406,0.44471252,0.350611868
"624","L3x33","L","49","49","3","33",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.08473304,0.054464627,0.069598834,0.421717236,0.351315599
"661","L4x33","L","72","72","4","33",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.225821052,0.271435419,0.248628236,0.448726069,0.363218613
"698","L5x33","L","92","92","5","33",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.122213344,0.105337693,0.113775518,0.431310493,0.355653926
"735","L6x33","L","27","27","6","33",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.26521789,0.289247154,0.277232522,0.440446932,0.355748493
"772","L7x33","L","35","35","7","33",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.360645125,0.346104379,0.353374752,0.439214513,0.353797175
"809","L8x33","L","65","L13","8","33",NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.51663461,0.490686958,0.503660784,0.450680831,0.372328676
"846","L9x33","L","84","84","9","33",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.297996161,0.340065811,0.319030986,0.452741523,0.34676404
"883","L10x33","L","52","68","10","33",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.575705585,0.632500963,0.604103274,0.454912878,0.342731113
"551","L1x34","L","74","L8","1","34",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.476455719,0.253856583,0.365156151,0.45853964,0.35430735
"588","L2x34","L","84","84","2","34",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.34361683,0.358649047,0.351132938,0.463647299,0.348268125
"625","L3x34","L","76","80","3","34",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.261752553,0.246893126,0.25432284,0.444652446,0.357366705
"662","L4x34","L","68","68","4","34",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.286022523,0.31381513,0.299918826,0.454114515,0.357143162
"699","L5x34","L","24","24","5","34",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.447929205,0.500757177,0.474343191,0.465901423,0.373483771
"736","L6x34","L","43","43","6","34",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.131672753,0.204890028,0.16828139,0.4357166,0.343911417
"773","L7x34","L","33","33","7","34",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.508912266,0.494277639,0.501594952,0.467852527,0.356007728
"810","L8x34","L","73","unique_genotype_12","8","34",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.362722706,0.42071134,0.391717023,0.442702772,0.353168751
"847","L9x34","L","50","69","9","34",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.430437234,0.367835649,0.399136442,0.468095086,0.342368627
"884","L10x34","L","78","72","10","34",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.305261798,0.448081449,0.376671624,0.466872164,0.344443454
"552","L1x35","L","53","L9","1","35",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.183757608,0.146471262,0.165114435,0.438490196,0.342228078
